,Magnitude,Place,Time,Longitude,Latitude,Depth
5454,4.6,"136 km W of Itoman, Japan",1596430437975,126.3058,26.25,10.0
5453,4.1,northwest of the Kuril Islands,1596444050963,148.2522,48.1287,393.66
5452,5.0,"73 km SE of Tateyama, Japan",1596540096914,140.3786,34.4743,75.02
5451,4.3,"37 km N of Basco, Philippines",1596542159550,121.9887,20.7853,157.86
5450,4.4,"50 km ESE of Iwaki, Japan",1596549785103,141.4311,36.943,58.29
5449,3.7,"141 km ENE of Hachinohe, Japan",1596638680964,143.0991,40.8867,47.52
5448,4.6,"299 km E of Iwaki, Japan",1596640340708,144.1891,36.5701,10.0
5447,5.3,"101 km ENE of Hasaki, Japan",1596650042336,141.8415,36.1405,28.0
5446,4.2,"100 km ENE of Hasaki, Japan",1596653583540,141.7762,36.2135,28.84
5445,4.3,"113 km ENE of Hasaki, Japan",1596656394979,141.8851,36.2915,26.97
5444,4.6,"75 km SE of Nishinoomote, Japan",1596676032764,131.579,30.2688,10.0
5443,5.1,"12 km ENE of Kashiwazaki, Japan",1596683193732,138.6742,37.4219,165.32
5442,5.2,"63 km ESE of Owase, Japan",1596728084170,136.7776,33.7517,376.26
5441,4.4,"122 km WSW of Kurio, Japan",1596766886610,129.2567,29.836,144.15
5440,4.2,Kuril Islands,1596850794062,146.3288,44.8062,167.31
5439,4.4,"46 km ESE of Takahagi, Japan",1596875819877,141.2099,36.5763,31.86
5438,4.4,"24 km NNE of Naze, Japan",1596887695574,129.5974,28.5598,54.61
5437,4.5,"39 km E of Namie, Japan",1596951031391,141.4461,37.4941,58.16
5436,4.5,"Izu Islands, Japan region",1596957644439,141.9796,30.7995,10.0
5435,4.5,"3 km ENE of Yotsukaid?, Japan",1596977674382,140.2015,35.6572,58.9
5434,4.0,"Izu Islands, Japan region",1596978589967,139.834,29.2163,409.03
5433,4.6,"8 km WNW of ?hara, Japan",1597019081798,140.3152,35.2889,46.39
5432,4.3,"130 km N of Nago, Japan",1597030916977,127.9769,27.7916,101.18
5431,4.2,"108 km N of Otrada, Russia",1597037530219,146.0412,45.0372,195.27
5430,4.3,"23 km E of Yilan, Taiwan",1597107665192,121.9827,24.7362,75.46
5429,4.5,"68 km ESE of Hengchun, Taiwan",1597123795337,121.3021,21.6748,35.58
5428,4.3,"39 km E of Shizunai-furukawach?, Japan",1597130412345,142.8345,42.3902,90.13
5427,4.4,"233 km ESE of Ishinomaki, Japan",1597153018190,143.777,37.6404,10.0
5426,4.5,"36 km SW of Yonakuni, Japan",1597187246803,122.7541,24.2201,15.42
5425,4.4,"16 km SSW of Makurazaki, Japan",1597210901809,130.2526,31.1322,156.31
5424,4.3,"35 km NNW of Shibetsu, Japan",1597226574812,145.0289,43.9724,112.77
5423,4.1,"Izu Islands, Japan region",1597274269160,137.3685,30.7991,483.23
5422,4.4,"230 km NW of Mikuni, Japan",1597274633544,134.3221,37.6841,404.66
5421,4.6,"107 km SSE of Shizunai-furukawach?, Japan",1597275117185,142.6436,41.3898,49.43
5420,4.3,"Volcano Islands, Japan region",1597278210606,145.4274,22.23,10.0
5419,4.3,"Izu Islands, Japan region",1597281257385,141.9225,30.7431,10.0
5418,4.4,"Izu Islands, Japan region",1597282317754,141.9355,30.7228,10.0
5417,4.5,"Izu Islands, Japan region",1597282529401,142.0123,30.7387,10.0
5416,4.3,"180 km WSW of Iwanai, Japan",1597285964583,138.4249,42.453,275.88
5415,4.6,"5 km N of ?hara, Japan",1597286133948,140.3933,35.2951,59.91
5414,4.4,"59 km SE of Hasaki, Japan",1597479025594,141.3736,35.4288,22.12
5413,5.0,"26 km ESE of Basco, Philippines",1597546386021,122.2032,20.345,13.59
5412,4.9,"131 km N of Hirara, Japan",1597546719300,125.4232,25.9845,127.63
5411,4.1,"Bonin Islands, Japan region",1597666291372,140.0518,28.1211,425.68
5410,4.5,"Izu Islands, Japan region",1597688345687,142.4005,29.4816,10.0
5409,4.1,"Izu Islands, Japan region",1597701298394,138.7873,30.5487,422.72
5408,4.4,"Izu Islands, Japan region",1597705616992,141.9655,30.7027,10.0
5407,4.8,"Bonin Islands, Japan region",1597716203367,142.8728,28.1162,10.0
5406,4.6,"Izu Islands, Japan region",1597741535329,141.4366,30.9045,40.72
5405,4.4,"14 km NNW of Yujing, Taiwan",1597797182949,120.4264,23.2504,15.32
5404,4.5,"9 km NNW of Yujing, Taiwan",1597806812587,120.443,23.2048,13.9
5403,4.1,"82 km ENE of Donggang, Taiwan",1597825038884,121.2232,22.644,10.0
5402,4.4,"Volcano Islands, Japan region",1597850914648,144.1913,22.6749,35.0
5401,4.5,"Volcano Islands, Japan region",1597861225286,144.0402,22.6911,28.09
5400,4.0,"166 km S of ?yama, Japan",1597876664006,137.932,33.12,324.59
5399,4.2,"14 km E of Hasaki, Japan",1597883305486,140.9894,35.7228,26.18
5398,4.1,"68 km ESE of Hachinohe, Japan",1597883911478,142.2601,40.2965,60.7
5397,4.6,"66 km SSW of Nemuro, Japan",1597953099579,145.3927,42.7427,27.48
5396,4.0,"168 km ENE of Kuril’sk, Russia",1598020733429,149.8407,45.8657,115.8
5395,4.1,"27 km NNE of Mutsu, Japan",1598042197107,141.3165,41.5298,103.16
5394,4.5,"135 km NNE of Kuril’sk, Russia",1598086647586,148.4534,46.3782,23.7
5393,5.2,"Izu Islands, Japan region",1598092282685,141.7219,31.0513,10.0
5392,4.1,"147 km E of Kuril’sk, Russia",1598298266320,149.7238,45.483,85.89
5391,4.6,"196 km SSE of Katsuura, Japan",1598326753668,141.4357,33.6333,10.0
5390,4.5,"Bonin Islands, Japan region",1598330408884,140.227,27.3008,387.67
5389,4.3,"Bonin Islands, Japan region",1598332497428,140.2113,27.5895,350.51
5388,4.1,"7 km ENE of Heda, Japan",1598365422977,138.8596,34.9981,220.66
5387,4.5,"Bonin Islands, Japan region",1598426665297,140.1108,27.3033,380.17
5386,4.4,"143 km ENE of Hachinohe, Japan",1598448709422,143.0943,40.9357,35.0
5385,4.6,"72 km NNE of Yonakuni, Japan",1598480108265,123.2265,25.0865,137.45
5384,4.5,"52 km ESE of ?funato, Japan",1598489322860,142.2447,38.8359,43.51
5383,4.5,"81 km SE of Kushiro, Japan",1598499712215,145.0842,42.4657,35.0
5382,4.0,"Izu Islands, Japan region",1598501265349,139.1429,29.9748,435.34
5381,4.9,Mariana Islands region,1598504815872,143.0069,21.6591,308.76
5380,4.5,"84 km ESE of Iwaki, Japan",1598515705118,141.7095,36.674,35.0
5379,4.8,"82 km SSE of Kuril’sk, Russia",1598537692342,148.0949,44.5004,54.03
5378,4.3,"36 km E of Ichinohe, Japan",1598552419183,141.7126,40.1763,59.95
5377,4.3,"Volcano Islands, Japan region",1598560773596,141.3338,25.6641,141.43
5376,4.3,"Bonin Islands, Japan region",1598580912260,139.8814,28.1998,418.95
5375,4.1,Mariana Islands region,1598660134275,143.0925,21.4996,305.65
5374,4.6,Mariana Islands region,1598694592336,144.0475,21.7283,126.39
5373,4.4,"74 km SSE of Kushiro, Japan",1598702138714,144.7329,42.3572,35.0
5372,4.4,"19 km NW of Kitaibaraki, Japan",1598738901376,140.5793,36.8915,10.0
5371,4.5,"4 km ENE of Koga, Japan",1598765864001,139.7615,36.1931,78.97
5370,4.5,"169 km ENE of Kuril’sk, Russia",1598771190573,149.9607,45.6494,118.56
5369,4.0,"127 km SE of Toba, Japan",1598791863369,137.6185,33.5346,340.4
5368,4.5,"127 km ENE of Kuril’sk, Russia",1598806477846,149.4395,45.5518,119.34
5367,4.6,"114 km ENE of Nago, Japan",1598821244730,128.9908,27.1182,38.93
5366,4.5,Mariana Islands region,1598858197214,143.0269,21.6817,308.16
5365,4.8,"52 km SSE of Obihiro, Japan",1598935028918,143.4788,42.493,65.79
5364,4.1,"Bonin Islands, Japan region",1598969127088,139.6295,28.4827,382.9
5363,4.5,"9 km ESE of Tsurugi-asahimachi, Japan",1598982597974,136.7322,36.4274,8.21
5362,4.4,"116 km SE of Hirara, Japan",1599007726405,126.0126,23.9739,10.0
5361,4.3,"94 km ENE of Donggang, Taiwan",1599036279838,121.3079,22.7764,30.97
5360,4.6,"53 km SE of Shizunai-furukawach?, Japan",1599037643441,142.7467,41.9442,77.57
5359,5.0,"27 km SE of Nemuro, Japan",1599042944364,145.7946,43.135,55.67
5358,4.7,"Bonin Islands, Japan region",1599060097881,141.759,26.5605,55.6
5357,4.2,"35 km ESE of Yamada, Japan",1599102290457,142.3514,39.3962,35.0
5356,4.5,"Bonin Islands, Japan region",1599129439147,143.7561,27.0377,10.0
5355,5.3,"144 km ESE of Namie, Japan",1599169509203,142.5643,37.1282,35.0
5354,4.6,"2 km NW of Fukui-shi, Japan",1599178254391,136.2069,36.0778,10.0
5353,4.1,"9 km NNW of Fukagawa, Japan",1599186123751,141.9753,43.7845,181.11
5352,4.5,"42 km E of Obihiro, Japan",1599212011481,143.7236,42.8659,134.3
5351,4.5,"39 km NNE of Ishigaki, Japan",1599229241044,124.3565,24.65,54.5
5350,4.6,"276 km ENE of Miyako, Japan",1599237758032,145.0412,40.3748,38.56
5349,4.6,"103 km S of Koshima, Japan",1599248183003,130.5406,29.2986,20.22
5348,4.4,"79 km ESE of Kitaibaraki, Japan",1599269675934,141.6224,36.6327,26.8
5347,4.2,"106 km NE of Kuril’sk, Russia",1599275512083,148.8114,45.9218,151.28
5346,4.5,"30 km SE of Shikotan, Russia",1599307611605,147.0223,43.632,52.43
5345,4.3,"40 km WSW of Shibetsu, Japan",1599371445929,144.643,43.5848,147.01
5344,5.1,"74 km ESE of Kitaibaraki, Japan",1599428029084,141.5674,36.6583,31.19
5343,4.4,"50 km SSE of Hasaki, Japan",1599436178198,141.0635,35.3158,40.54
5342,4.5,"101 km SE of Hasaki, Japan",1599436375923,141.5936,35.0656,10.0
5341,4.3,"54 km ESE of Kushiro, Japan",1599441565234,144.938,42.7102,53.16
5340,4.6,"101 km SE of Hasaki, Japan",1599443154326,141.5362,35.0209,10.0
5339,4.4,"83 km ESE of Iwaki, Japan",1599449438532,141.677,36.6566,29.33
5338,4.3,"254 km E of Miyako, Japan",1599472409678,144.9026,39.6343,27.23
5337,4.7,"Bonin Islands, Japan region",1599526546719,139.8487,28.1788,468.39
5336,5.0,"48 km NNW of Nago, Japan",1599533894603,127.8829,27.0437,57.7
5335,4.8,"261 km ESE of Kamaishi, Japan",1599570080947,144.6424,38.3669,10.0
5334,4.2,"13 km ENE of Miyako, Japan",1599619527681,142.0943,39.6854,53.61
5333,4.2,"178 km S of Shimoda, Japan",1599790182773,139.3087,33.1,171.1
5332,4.4,"98 km ESE of ?funato, Japan",1599790399421,142.7479,38.7021,35.0
5331,4.5,Mariana Islands region,1599800185257,143.0991,21.9848,237.25
5330,4.4,"237 km SE of Shing?, Japan",1599858502246,137.8037,32.2364,377.21
5329,4.2,"Bonin Islands, Japan region",1599861443804,139.0309,28.8714,482.55
5328,5.0,"16 km SSW of Tomakomai, Japan",1599862435059,141.5447,42.4938,131.61
5327,4.4,"18 km E of Funaishikawa, Japan",1599878280472,140.7733,36.4659,63.67
5326,6.1,"58 km SE of ?funato, Japan",1599878651224,142.2446,38.7482,34.0
5325,5.0,"69 km SE of ?funato, Japan",1599879043442,142.3417,38.6814,38.76
5324,4.2,"56 km SE of ?funato, Japan",1599879772861,142.1616,38.6945,35.0
5323,4.5,"63 km SE of ?funato, Japan",1599882545223,142.2752,38.6964,43.77
5322,4.2,"21 km SSE of Shikotan, Russia",1599932752485,146.8596,43.6356,47.42
5321,4.2,"96 km SE of ?funato, Japan",1599942576561,142.4798,38.4366,36.17
5320,4.2,"235 km SSE of Tateyama, Japan",1599954149667,140.6504,32.9611,62.32
5319,4.5,"Izu Islands, Japan region",1599956050432,140.1294,30.5353,10.0
5318,4.7,"Izu Islands, Japan region",1599960145768,140.0267,30.5599,69.82
5317,4.8,"105 km ENE of Hachinohe, Japan",1599993883323,142.7113,40.7214,41.18
5316,4.3,"199 km SSE of Tateyama, Japan",1600003607773,140.6764,33.3171,64.04
5315,5.0,"16 km S of Uglegorsk, Russia",1600004546407,142.0866,48.9321,10.0
5314,4.6,"20 km SSE of Uglegorsk, Russia",1600006142196,142.134,48.9026,10.0
5313,4.3,"117 km ESE of Nago, Japan",1600012663321,129.0238,26.1193,9.33
5312,4.1,"117 km ESE of ?funato, Japan",1600032298029,142.9283,38.6042,35.0
5311,4.6,"71 km NNE of Ishigaki, Japan",1600083019011,124.3991,24.9486,92.06
5310,4.4,"116 km WSW of Kushikino, Japan",1600099516576,129.0923,31.4207,10.0
5309,4.5,"139 km ESE of Hirara, Japan",1600143830361,126.5269,24.2352,10.0
5308,4.6,"3 km ENE of Itako, Japan",1600150020623,140.5827,35.9422,41.81
5307,4.3,"137 km S of Fukuech?, Japan",1600217900673,128.6154,31.477,10.0
5306,4.3,"137 km WSW of Kushikino, Japan",1600219027651,128.8518,31.4392,10.0
5305,4.3,"10 km S of Hakodate, Japan",1600283090947,140.7558,41.6793,133.32
5304,4.3,"102 km ESE of Shizunai-furukawach?, Japan",1600296090502,143.4283,41.8647,37.59
5303,4.7,"6 km WNW of Yamada, Japan",1600301881991,141.8805,39.4968,64.77
5302,4.5,"92 km E of Yujing, Taiwan",1600306672010,121.3638,23.0495,17.83
5301,4.6,"4 km SE of ?miya, Japan",1600318838818,140.4564,36.5281,68.35
5300,4.6,"95 km ENE of Shikotan, Russia",1600415236248,147.8831,43.9725,63.62
5299,4.3,"Izu Islands, Japan region",1600430670716,141.031,30.1854,69.24
5298,4.4,"99 km E of Mutsu, Japan",1600493080367,142.4004,41.3916,42.47
5297,4.7,"15 km WNW of Takahagi, Japan",1600560288825,140.5565,36.78,10.0
5296,4.8,"19 km SE of Kamogawa, Japan",1600598914862,140.2494,34.974,73.56
5295,4.1,"64 km SSW of Yonakuni, Japan",1600639989435,122.7725,23.9188,38.09
5294,4.6,"127 km ESE of Yujing, Taiwan",1600646091082,121.6496,22.7988,10.0
5293,4.6,"115 km NE of Miyako, Japan",1600684119760,142.9465,40.337,40.48
5292,4.6,"Izu Islands, Japan region",1600694117723,141.8251,32.288,10.0
5291,4.3,"127 km ENE of Hasaki, Japan",1600826869923,142.1485,36.1466,10.0
5290,4.3,"72 km S of Hualien City, Taiwan",1600833600819,121.5793,23.326,25.35
5289,4.2,"Izu Islands, Japan region",1600881478634,141.4619,32.525,10.0
5288,4.1,"42 km NNW of Obama, Japan",1600957689186,135.5,35.8259,346.1
5287,4.8,"179 km SSE of Shimoda, Japan",1601052405610,139.7823,33.2155,122.26
5286,4.5,"31 km SE of Saiki, Japan",1601063824752,132.1239,32.7439,49.47
5285,4.6,"71 km SSE of Yonakuni, Japan",1601101428075,123.3046,23.8827,27.06
5284,4.5,"near the east coast of Honshu, Japan",1601134595042,141.3173,40.4529,92.13
5283,4.1,"89 km ENE of Hengchun, Taiwan",1601147126870,121.5041,22.3932,8.41
5282,4.9,"33 km NE of Shinshiro, Japan",1601180021993,137.7678,35.1077,45.14
5281,4.7,"20 km SW of Hirara, Japan",1601188701096,125.1474,24.6878,21.71
5280,4.1,"128 km ESE of Shing?, Japan",1601265776959,137.2328,33.2434,374.13
5279,4.0,"71 km NE of Hengchun, Taiwan",1601319908936,121.2435,22.4542,19.08
5278,4.9,"61 km NE of Hengchun, Taiwan",1601326255914,121.1633,22.405,20.25
5277,4.9,"61 km NE of Hengchun, Taiwan",1601342058600,121.1425,22.4158,20.33
5276,4.0,Mariana Islands region,1601349273384,143.1671,21.7967,224.84
5275,4.9,"Volcano Islands, Japan region",1601354325304,144.3108,22.216,66.64
5274,4.0,"80 km SSE of Korsakov, Russia",1601384836132,143.2829,46.0017,333.51
5273,4.5,Mariana Islands region,1601404760207,144.0388,21.4885,41.7
5272,4.7,Mariana Islands region,1601412007164,144.1949,21.5258,10.0
5271,5.0,"34 km SE of Jiufen, Taiwan",1601440640137,122.0753,24.8826,106.01
5270,4.4,"58 km S of Hirara, Japan",1601452058279,125.286,24.2788,35.91
5269,4.8,"48 km SE of Ōfunato, Japan",1601474324756,142.141,38.7988,43.03
5268,4.1,"127 km NNW of Hirara, Japan",1601640900969,125.0326,25.9299,139.2
5267,4.6,"26 km WSW of Yuzhno-Kurilsk, Russia",1601681871845,145.5761,43.9028,10.51
5266,5.8,"193 km SSE of Katsuura, Japan",1601717491262,140.9412,33.4766,28.85
5265,5.1,"42 km SSE of Koshima, Japan",1601727987715,130.7336,29.8895,34.17
5264,4.3,"207 km SSE of Katsuura, Japan",1601729740294,141.1545,33.4059,35.0
5263,4.8,"39 km SSE of Koshima, Japan",1601779894639,130.6254,29.8864,42.49
5262,4.0,"30 km NE of Makubetsu, Japan",1601810546138,142.0683,45.5752,306.5
5261,4.5,"70 km SE of Obihiro, Japan",1601849942030,143.7663,42.431,59.99
5260,4.9,"21 km E of ?arai, Japan",1601865144532,140.8244,36.3103,83.69
5259,4.7,"eastern Honshu, Japan",1601906476485,141.9169,39.4952,57.35
5258,4.6,"6 km SSE of Yamada, Japan",1601965655081,141.969,39.4056,95.75
5257,4.1,"Bonin Islands, Japan region",1601998332098,140.1382,27.1658,453.71
5256,4.6,"42 km SW of ?yama, Japan",1602025326949,137.9258,34.3036,295.63
5255,4.9,"Volcano Islands, Japan region",1602093858158,142.9726,23.4204,33.3
5254,4.4,"124 km WNW of Naha, Japan",1602100573236,126.4818,26.5303,116.47
5253,4.3,Mariana Islands region,1602119729097,143.811,21.8963,10.0
5252,4.1,"72 km ESE of Ishinomaki, Japan",1602120147690,142.0631,38.1714,46.28
5251,4.8,"86 km SW of Kurio, Japan",1602128071125,129.7413,29.7712,35.0
5250,4.1,"34 km N of Nemuro, Japan",1602150644143,145.5659,43.6384,113.23
5249,4.5,"Bonin Islands, Japan region",1602151761054,141.3873,26.5662,90.45
5248,4.0,"21 km ENE of Rishiri Town, Japan",1602388917422,141.4488,45.2411,297.3
5247,4.4,"164 km SSE of Tateyama, Japan",1602390620412,140.7157,33.6746,67.0
5246,4.0,"137 km NW of Mikuni, Japan",1602392213073,134.9179,36.9546,381.86
5245,4.5,"41 km SE of Shizunai-furukawach?, Japan",1602424722930,142.6571,42.0298,68.32
5244,5.1,"Izu Islands, Japan region",1602462511773,139.3416,29.4688,411.43
5243,4.3,"37 km SSE of Yilan, Taiwan",1602517183637,121.9548,24.4748,12.12
5242,4.8,"196 km SSE of Katsuura, Japan",1602594963261,141.0612,33.4822,47.7
5241,4.1,"Izu Islands, Japan region",1602646247017,138.8796,30.6045,450.84
5240,4.4,"71 km E of Namie, Japan",1602672156781,141.8018,37.4195,39.39
5239,4.0,"Bonin Islands, Japan region",1602723126045,140.2054,27.584,472.36
5238,4.2,"9 km SSE of Takahagi, Japan",1602723942778,140.7522,36.6347,87.01
5237,4.5,"88 km SW of Kurio, Japan",1602725920573,129.7709,29.7116,10.0
5236,4.5,"Bonin Islands, Japan region",1602748803430,141.4544,27.6691,61.16
5235,4.2,Mariana Islands region,1602751435921,143.0013,21.666,308.73
5234,4.4,"off the east coast of Honshu, Japan",1602766489644,144.7891,37.2402,10.0
5233,4.0,"63 km S of Toba, Japan",1602775205212,136.9338,33.9122,353.38
5232,4.3,"Hokkaido, Japan region",1602803037094,143.7537,42.4373,87.29
5231,4.6,"Bonin Islands, Japan region",1602930702385,142.8485,28.1937,10.0
5230,4.5,"109 km ENE of Shikotan, Russia",1602938021692,148.0511,44.0041,68.52
5229,4.6,"23 km NW of Yujing, Taiwan",1602946993199,120.298,23.2676,10.0
5228,4.0,"36 km ESE of Hachinohe, Japan",1602979556140,141.8918,40.3712,61.97
5227,4.4,"35 km ESE of Shizunai-furukawach?, Japan",1603023813007,142.7522,42.1936,58.04
5226,4.3,"Izu Islands, Japan region",1603078804732,142.4195,30.7008,10.0
5225,4.2,"88 km ENE of Jiufen, Taiwan",1603087587666,122.6578,25.4034,241.36
5224,4.5,"85 km NE of Yonakuni, Japan",1603100898762,123.547,25.0563,10.0
5223,4.3,"65 km ESE of Yilan, Taiwan",1603116238354,122.3187,24.4776,63.63
5222,4.2,"Volcano Islands, Japan region",1603194400721,143.5068,22.5169,104.71
5221,4.4,"164 km SSW of Hengchun, Taiwan",1603272471488,120.2273,20.6013,10.0
5220,4.9,"Volcano Islands, Japan region",1603293598702,141.5184,25.6547,95.3
5219,4.3,"72 km NW of Ishikawa, Japan",1603305502676,127.2897,26.8735,83.58
5218,4.6,"292 km SE of Kamaishi, Japan",1603347682806,144.6787,37.8446,10.0
5217,4.7,"71 km SW of Ishigaki, Japan",1603350857278,123.5712,23.9803,31.49
5216,4.2,"50 km NNE of Basco, Philippines",1603396059702,122.072,20.8939,152.22
5215,4.1,"106 km W of Kuril’sk, Russia",1603503223454,146.5277,45.2225,185.62
5214,4.5,"Izu Islands, Japan region",1603638777567,140.1633,31.0596,142.86
5213,4.1,Mariana Islands region,1603640842733,143.4523,21.6314,222.49
5212,4.5,"81 km ESE of Namie, Japan",1603660725156,141.8993,37.3112,35.0
5211,3.9,"2 km SSW of K?ya, Japan",1603661699005,135.6134,34.1929,57.43
5210,4.3,"22 km SE of Yilan, Taiwan",1603674483840,121.8773,24.594,64.03
5209,4.2,"31 km SSW of Rishiri Town, Japan",1603678441372,141.0179,44.9041,260.48
5208,4.5,"99 km NNW of Naze, Japan",1603718101550,129.0993,29.1992,10.0
5207,4.1,"Izu Islands, Japan region",1603722066010,139.3855,29.8897,385.23
5206,4.4,"56 km SSE of ?funato, Japan",1603770265257,142.0217,38.623,61.98
5205,4.6,"82 km NE of Miyako, Japan",1603782074293,142.6926,40.1187,30.8
5204,4.8,"6 km W of Sakura, Japan",1603868311256,140.1665,35.712,64.85
5203,4.6,"Izu Islands, Japan region",1603885112924,139.8772,30.0837,10.0
5202,4.2,"222 km SE of Shing?, Japan",1603887818579,137.4537,32.1528,413.19
5201,4.8,"Volcano Islands, Japan region",1603922924623,144.4853,22.1585,35.0
5200,4.6,"Bonin Islands, Japan region",1603942058654,142.2843,28.058,35.0
5199,4.4,"126 km NE of Kuril’sk, Russia",1603984730865,149.1917,45.8897,157.2
5198,4.6,"Bonin Islands, Japan region",1603989185860,142.3488,28.1384,10.0
5197,4.5,"105 km ENE of Hasaki, Japan",1604001382283,141.8838,36.1591,38.63
5196,4.3,"40 km NE of Shikotan, Russia",1604034751948,147.1044,44.0371,79.28
5195,4.1,"264 km ESE of Poronaysk, Russia",1604112840973,146.3274,48.1851,504.11
5194,4.6,"112 km NE of Nago, Japan",1604200384158,128.8721,27.2535,35.0
5193,4.2,"115 km SSE of Shimoda, Japan",1604323495846,139.5795,33.7736,148.85
5192,4.2,"16 km ESE of Rumoi, Japan",1604348297569,141.8324,43.8763,202.78
5191,4.2,"70 km E of Hualien City, Taiwan",1604358859162,122.2938,24.0351,10.0
5190,4.6,"75 km NNW of Basco, Philippines",1604426346042,121.7272,21.0909,108.64
5189,4.3,"164 km E of Kuril’sk, Russia",1604574358237,149.9708,45.1966,89.16
5188,4.9,"93 km NE of Hengchun, Taiwan",1604601373125,121.3709,22.6207,26.83
5187,4.3,"15 km S of ?date, Japan",1604605369565,140.5733,40.1287,34.7
5186,4.9,"100 km SSE of Hualien City, Taiwan",1604626818178,122.0596,23.1736,21.08
5185,5.5,"157 km ENE of Hachinohe, Japan",1604652998063,143.255,40.9903,12.0
5184,4.6,"164 km ENE of Hachinohe, Japan",1604653876790,143.3799,40.8793,10.0
5183,5.0,"153 km ENE of Hachinohe, Japan",1604654224530,143.2374,40.915,10.0
5182,4.3,"151 km ENE of Hachinohe, Japan",1604673906537,143.1574,41.0121,38.93
5181,4.6,"161 km ENE of Hachinohe, Japan",1604679263603,143.3387,40.8836,14.29
5180,5.2,"164 km ENE of Hachinohe, Japan",1604683014730,143.3621,40.9265,21.0
5179,4.4,"202 km SSE of Tateyama, Japan",1604688036673,140.8899,33.3632,58.27
5178,5.8,"Volcano Islands, Japan region",1604711432071,143.6051,25.71,16.0
5177,4.2,"Volcano Islands, Japan region",1604714395165,143.5544,25.6578,10.0
5176,4.6,"Volcano Islands, Japan region",1604732141511,143.4787,25.6031,10.0
5175,4.7,"Izu Islands, Japan region",1604736415133,141.6414,32.4057,10.0
5174,4.5,"Izu Islands, Japan region",1604745030182,141.9158,32.3212,10.0
5173,5.2,"Izu Islands, Japan region",1604784644700,141.6979,32.3486,9.28
5172,4.6,"Izu Islands, Japan region",1604804373536,141.8531,32.3554,12.06
5171,4.3,"30 km SE of Ishinomaki, Japan",1604882397223,141.567,38.2437,83.51
5170,4.2,"10 km N of Nemuro, Japan",1604893851074,145.558,43.4198,84.91
5169,4.4,"Volcano Islands, Japan region",1604932650600,143.4581,23.834,10.0
5168,4.4,"Volcano Islands, Japan region",1604944327320,143.3686,22.1952,111.6
5167,4.1,"Izu Islands, Japan region",1604951967698,141.9132,32.2058,10.0
5166,4.0,Mariana Islands region,1604953215227,143.1479,21.6969,294.41
5165,4.6,"141 km S of Fukuech?, Japan",1604962129196,128.7016,31.4271,10.0
5164,4.2,Mariana Islands region,1605012332699,144.6984,21.0415,113.33
5163,4.1,"Izu Islands, Japan region",1605038074465,139.0573,29.8072,423.82
5162,4.2,"Izu Islands, Japan region",1605048857127,141.8424,32.3445,10.0
5161,5.7,"Volcano Islands, Japan region",1605071876078,142.75,25.4713,10.0
5160,4.3,"Izu Islands, Japan region",1605099320550,142.0714,32.4094,10.0
5159,5.0,"120 km ESE of Hengchun, Taiwan",1605130407361,121.8442,21.6473,10.0
5158,4.9,"126 km N of Basco, Philippines",1605130534152,121.9421,21.5909,10.0
5157,4.2,"210 km S of ?yama, Japan",1605154366666,138.2181,32.7025,10.0
5156,4.1,"128 km N of Basco, Philippines",1605210852140,121.9591,21.6073,10.0
5155,4.7,"106 km NNW of Hirara, Japan",1605228130865,124.9933,25.7208,10.0
5154,4.3,"80 km NE of Yonakuni, Japan",1605249359241,123.5692,24.9751,10.0
5153,4.8,"74 km NE of Yonakuni, Japan",1605249699625,123.4626,24.9923,10.0
5152,4.9,"87 km NE of Yonakuni, Japan",1605252716077,123.5641,25.065,10.0
5151,4.5,"129 km ESE of Hengchun, Taiwan",1605266103128,121.9501,21.7028,10.0
5150,4.3,"Volcano Islands, Japan region",1605271266508,142.5949,25.2557,10.0
5149,4.0,"Izu Islands, Japan region",1605291972324,139.2084,29.9502,381.4
5148,4.4,"Volcano Islands, Japan region",1605305332041,142.3377,25.3799,15.85
5147,4.2,"86 km NE of Yonakuni, Japan",1605306261543,123.6029,25.0194,10.0
5146,4.3,"27 km W of Kuril’sk, Russia",1605378466123,147.5314,45.2492,158.24
5145,4.9,"104 km WNW of Naha, Japan",1605394647313,126.7257,26.6095,104.18
5144,4.4,"126 km N of Basco, Philippines",1605395709347,121.9,21.5894,10.0
5143,4.9,"Volcano Islands, Japan region",1605429508478,141.8575,24.3589,69.64
5142,4.4,"Volcano Islands, Japan region",1605454277122,144.9804,22.3975,10.0
5141,4.7,"73 km E of Hengchun, Taiwan",1605511151056,121.4508,21.9255,58.8
5140,5.1,"95 km SSE of Naze, Japan",1605539292931,129.934,27.6078,10.0
5139,4.6,"80 km SSE of Naze, Japan",1605540934319,129.876,27.7341,10.0
5138,4.6,"88 km SSE of Naze, Japan",1605543282056,129.9521,27.6799,10.0
5137,4.7,"48 km SE of Hengchun, Taiwan",1605551866627,121.0193,21.6515,10.0
5136,4.6,"49 km SSE of Hengchun, Taiwan",1605557664874,121.0033,21.6233,10.0
5135,4.7,"205 km SSE of Katsuura, Japan",1605576130897,141.1012,33.4159,35.0
5134,4.6,"88 km SSE of Naze, Japan",1605597514369,129.8952,27.6575,10.0
5133,4.7,"Volcano Islands, Japan region",1605614113209,142.3984,25.3802,10.0
5132,4.5,"87 km WNW of Naze, Japan",1605650976461,128.7132,28.76,139.73
